03/07 00:00:02.058779 00000337 WEB INFO  QID:0x1000000009e3400 finish request, status_code:200, latency:8.4982ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:36:16.660336 00000337 WEB INFO  QID:0x100000000b93300 finish request, status_code:200, latency:5.1566ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:36:17.725949 00000337 WEB INFO  QID:0x20000000000a4f00 finish request, status_code:200, latency:11.3091ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:36:32.719711 00000337 WEB INFO  QID:0x20000000000a5000 finish request, status_code:200, latency:6.9781ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:36:39.051934 00000337 WEB INFO  QID:0x100000000b94e00 finish request, status_code:200, latency:3.2575ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:36:46.696298 00000337 WEB INFO  QID:0x100000000b95800 finish request, status_code:200, latency:8.9365ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:36:46.698195 00000337 WEB INFO  QID:0x100000000b95700 finish request, status_code:200, latency:10.6871ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:36:47.735404 00000337 WEB INFO  QID:0x20000000000a5100 finish request, status_code:200, latency:20.2187ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:37:02.731339 00000337 WEB INFO  QID:0x20000000000a5200 finish request, status_code:200, latency:17.1246ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:37:10.059602 00000337 WEB INFO  QID:0x100000000b97400 finish request, status_code:200, latency:9.1301ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:37:16.725933 00000337 WEB INFO  QID:0x100000000b97c00 finish request, status_code:200, latency:7.9269ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:37:16.728485 00000337 WEB INFO  QID:0x100000000b97b00 finish request, status_code:200, latency:10.5471ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:37:17.715765 00000337 WEB INFO  QID:0x20000000000a5300 finish request, status_code:200, latency:4.5846ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:37:32.733691 00000337 WEB INFO  QID:0x20000000000a5400 finish request, status_code:200, latency:20.1611ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:37:41.056275 00000337 WEB INFO  QID:0x100000000b99900 finish request, status_code:200, latency:7.5978ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:37:46.750306 00000337 WEB INFO  QID:0x100000000b9a000 finish request, status_code:200, latency:3.2399ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:37:46.751203 00000337 WEB INFO  QID:0x100000000b99f00 finish request, status_code:200, latency:4.1047ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:37:47.735100 00000337 WEB INFO  QID:0x20000000000a5500 finish request, status_code:200, latency:20.7317ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:38:02.719717 00000337 WEB INFO  QID:0x20000000000a5600 finish request, status_code:200, latency:6.8379ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:38:12.059191 00000337 WEB INFO  QID:0x100000000b9bf00 finish request, status_code:200, latency:9.042ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:38:16.786239 00000337 WEB INFO  QID:0x100000000b9c500 finish request, status_code:200, latency:8.4076ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:38:16.787920 00000337 WEB INFO  QID:0x100000000b9c400 finish request, status_code:200, latency:10.0356ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:38:17.727279 00000337 WEB INFO  QID:0x20000000000a5700 finish request, status_code:200, latency:12.8798ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:38:32.717318 00000337 WEB INFO  QID:0x20000000000a5800 finish request, status_code:200, latency:4.7738ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:38:43.055200 00000337 WEB INFO  QID:0x100000000b9e300 finish request, status_code:200, latency:5.8652ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:38:46.817161 00000337 WEB INFO  QID:0x100000000b9e900 finish request, status_code:200, latency:7.6215ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:38:46.820163 00000337 WEB INFO  QID:0x100000000b9e800 finish request, status_code:200, latency:10.2839ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:38:47.717650 00000337 WEB INFO  QID:0x20000000000a5900 finish request, status_code:200, latency:5.0796ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:39:02.735038 00000337 WEB INFO  QID:0x20000000000a5a00 finish request, status_code:200, latency:20.1819ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:39:14.056619 00000337 WEB INFO  QID:0x100000000ba0800 finish request, status_code:200, latency:6.6776ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:39:16.843880 00000337 WEB INFO  QID:0x100000000ba0d00 finish request, status_code:200, latency:5.302ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:39:16.845435 00000337 WEB INFO  QID:0x100000000ba0c00 finish request, status_code:200, latency:6.7739ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:39:17.728264 00000337 WEB INFO  QID:0x20000000000a5b00 finish request, status_code:200, latency:13.8503ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:39:32.730480 00000337 WEB INFO  QID:0x20000000000a5c00 finish request, status_code:200, latency:16.2546ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:39:45.055137 00000337 WEB INFO  QID:0x100000000ba2d00 finish request, status_code:200, latency:5.776ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:39:46.877283 00000337 WEB INFO  QID:0x100000000ba3100 finish request, status_code:200, latency:7.7407ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:39:46.879715 00000337 WEB INFO  QID:0x100000000ba3000 finish request, status_code:200, latency:10.4441ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:39:47.727603 00000337 WEB INFO  QID:0x20000000000a5d00 finish request, status_code:200, latency:14.1613ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:40:02.735209 00000337 WEB INFO  QID:0x20000000000a5e00 finish request, status_code:200, latency:20.2654ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:40:16.059110 00000337 WEB INFO  QID:0x100000000ba5200 finish request, status_code:200, latency:8.9793ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:40:16.898638 00000337 WEB INFO  QID:0x100000000ba5500 finish request, status_code:200, latency:3.0756ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:40:16.899062 00000337 WEB INFO  QID:0x100000000ba5400 finish request, status_code:200, latency:3.4707ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:40:17.739616 00000337 WEB INFO  QID:0x20000000000a5f00 finish request, status_code:200, latency:24.2794ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:40:32.735172 00000337 WEB INFO  QID:0x20000000000a6000 finish request, status_code:200, latency:21.0729ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:40:46.929240 00000337 WEB INFO  QID:0x100000000ba7800 finish request, status_code:200, latency:4.5606ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:40:46.930597 00000337 WEB INFO  QID:0x100000000ba7700 finish request, status_code:200, latency:5.9754ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:40:47.059147 00000337 WEB INFO  QID:0x100000000ba7900 finish request, status_code:200, latency:8.9344ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:40:47.735507 00000337 WEB INFO  QID:0x20000000000a6100 finish request, status_code:200, latency:21.8175ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:41:02.727613 00000337 WEB INFO  QID:0x20000000000a6200 finish request, status_code:200, latency:13.0977ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:41:16.954574 00000337 WEB INFO  QID:0x100000000ba9c00 finish request, status_code:200, latency:2.567ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:41:16.955177 00000337 WEB INFO  QID:0x100000000ba9b00 finish request, status_code:200, latency:3.1326ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:41:17.736086 00000337 WEB INFO  QID:0x20000000000a6300 finish request, status_code:200, latency:20.9838ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:41:18.054674 00000337 WEB INFO  QID:0x100000000ba9e00 finish request, status_code:200, latency:5.3152ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:41:32.735209 00000337 WEB INFO  QID:0x20000000000a6400 finish request, status_code:200, latency:20.2761ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:41:46.986942 00000337 WEB INFO  QID:0x100000000bac000 finish request, status_code:200, latency:5.5536ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:41:46.988267 00000337 WEB INFO  QID:0x100000000babf00 finish request, status_code:200, latency:6.8313ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:41:47.726051 00000337 WEB INFO  QID:0x20000000000a6500 finish request, status_code:200, latency:12.0644ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:41:49.058554 00000337 WEB INFO  QID:0x100000000bac300 finish request, status_code:200, latency:8.326ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:42:02.722279 00000337 WEB INFO  QID:0x20000000000a6600 finish request, status_code:200, latency:8.5979ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:42:17.018876 00000337 WEB INFO  QID:0x100000000bae400 finish request, status_code:200, latency:6.5338ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:42:17.020573 00000337 WEB INFO  QID:0x100000000bae300 finish request, status_code:200, latency:8.1165ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:42:17.737338 00000337 WEB INFO  QID:0x20000000000a6700 finish request, status_code:200, latency:22.6509ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:42:20.052646 00000337 WEB INFO  QID:0x100000000bae800 finish request, status_code:200, latency:3.9304ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:42:32.717933 00000337 WEB INFO  QID:0x20000000000a6800 finish request, status_code:200, latency:4.7617ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:42:47.051081 00000337 WEB INFO  QID:0x100000000bb0800 finish request, status_code:200, latency:7.2718ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:42:47.053011 00000337 WEB INFO  QID:0x100000000bb0700 finish request, status_code:200, latency:9.0428ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:42:47.717452 00000337 WEB INFO  QID:0x20000000000a6900 finish request, status_code:200, latency:5.1392ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:42:51.058817 00000337 WEB INFO  QID:0x100000000bb0e00 finish request, status_code:200, latency:8.8123ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:43:02.728112 00000337 WEB INFO  QID:0x20000000000a6a00 finish request, status_code:200, latency:12.6258ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:43:17.083070 00000337 WEB INFO  QID:0x100000000bb2c00 finish request, status_code:200, latency:8.2654ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:43:17.085617 00000337 WEB INFO  QID:0x100000000bb2b00 finish request, status_code:200, latency:10.7236ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:43:17.723830 00000337 WEB INFO  QID:0x20000000000a6b00 finish request, status_code:200, latency:11.4014ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:43:22.055599 00000337 WEB INFO  QID:0x100000000bb3300 finish request, status_code:200, latency:6.9313ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:43:32.734166 00000337 WEB INFO  QID:0x20000000000a6c00 finish request, status_code:200, latency:20.2649ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:43:47.116406 00000337 WEB INFO  QID:0x100000000bb5000 finish request, status_code:200, latency:8.0107ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:43:47.117657 00000337 WEB INFO  QID:0x100000000bb4f00 finish request, status_code:200, latency:9.1354ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:43:47.721353 00000337 WEB INFO  QID:0x20000000000a6d00 finish request, status_code:200, latency:8.6486ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:43:53.056724 00000337 WEB INFO  QID:0x100000000bb5800 finish request, status_code:200, latency:6.6735ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:44:02.730074 00000337 WEB INFO  QID:0x20000000000a6e00 finish request, status_code:200, latency:14.781ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:44:17.151428 00000337 WEB INFO  QID:0x100000000bb7400 finish request, status_code:200, latency:10.3296ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:44:17.153997 00000337 WEB INFO  QID:0x100000000bb7300 finish request, status_code:200, latency:12.8516ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:44:17.735340 00000337 WEB INFO  QID:0x20000000000a6f00 finish request, status_code:200, latency:21.0395ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:44:24.055277 00000337 WEB INFO  QID:0x100000000bb7d00 finish request, status_code:200, latency:5.9485ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:44:32.721097 00000337 WEB INFO  QID:0x20000000000a7000 finish request, status_code:200, latency:7.7278ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:44:47.176980 00000337 WEB INFO  QID:0x100000000bb9800 finish request, status_code:200, latency:5.6821ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:44:47.177843 00000337 WEB INFO  QID:0x100000000bb9700 finish request, status_code:200, latency:6.4667ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:44:47.725470 00000337 WEB INFO  QID:0x20000000000a7100 finish request, status_code:200, latency:11.6429ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:44:55.056139 00000337 WEB INFO  QID:0x100000000bba200 finish request, status_code:200, latency:6.9779ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:45:02.731689 00000337 WEB INFO  QID:0x20000000000a7200 finish request, status_code:200, latency:18.161ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:45:17.213060 00000337 WEB INFO  QID:0x100000000bbbc00 finish request, status_code:200, latency:8.5439ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:45:17.215518 00000337 WEB INFO  QID:0x100000000bbbb00 finish request, status_code:200, latency:10.908ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:45:17.738505 00000337 WEB INFO  QID:0x20000000000a7300 finish request, status_code:200, latency:23.6381ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:45:26.056106 00000337 WEB INFO  QID:0x100000000bbc700 finish request, status_code:200, latency:6.16ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:45:32.735566 00000337 WEB INFO  QID:0x20000000000a7400 finish request, status_code:200, latency:20.378ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:45:47.238093 00000337 WEB INFO  QID:0x100000000bbe000 finish request, status_code:200, latency:4.7613ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:45:47.239227 00000337 WEB INFO  QID:0x100000000bbdf00 finish request, status_code:200, latency:5.8409ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:45:47.724680 00000337 WEB INFO  QID:0x20000000000a7500 finish request, status_code:200, latency:10.9379ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:45:57.052533 00000337 WEB INFO  QID:0x100000000bbec00 finish request, status_code:200, latency:3.9553ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:46:02.734175 00000337 WEB INFO  QID:0x20000000000a7600 finish request, status_code:200, latency:19.8981ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:46:17.271710 00000337 WEB INFO  QID:0x100000000bc0400 finish request, status_code:200, latency:8.0466ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:46:17.273003 00000337 WEB INFO  QID:0x100000000bc0300 finish request, status_code:200, latency:9.2711ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:46:17.729786 00000337 WEB INFO  QID:0x20000000000a7700 finish request, status_code:200, latency:16.44ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:46:28.050017 00000337 WEB INFO  QID:0x100000000bc1100 finish request, status_code:200, latency:2.1542ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:46:32.727866 00000337 WEB INFO  QID:0x20000000000a7800 finish request, status_code:200, latency:14.201ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:46:47.303514 00000337 WEB INFO  QID:0x100000000bc2800 finish request, status_code:200, latency:6.9259ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:46:47.305242 00000337 WEB INFO  QID:0x100000000bc2700 finish request, status_code:200, latency:8.6555ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:46:47.726828 00000337 WEB INFO  QID:0x20000000000a7900 finish request, status_code:200, latency:13.5404ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:46:59.059856 00000337 WEB INFO  QID:0x100000000bc3500 finish request, status_code:200, latency:9.4215ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:47:02.732221 00000337 WEB INFO  QID:0x20000000000a7a00 finish request, status_code:200, latency:17.2795ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:47:17.331349 00000337 WEB INFO  QID:0x100000000bc4c00 finish request, status_code:200, latency:5.4814ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:47:17.333132 00000337 WEB INFO  QID:0x100000000bc4b00 finish request, status_code:200, latency:7.1832ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:47:17.716768 00000337 WEB INFO  QID:0x20000000000a7b00 finish request, status_code:200, latency:4.7668ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:47:30.059421 00000337 WEB INFO  QID:0x100000000bc5a00 finish request, status_code:200, latency:9.1693ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:47:32.721415 00000337 WEB INFO  QID:0x20000000000a7c00 finish request, status_code:200, latency:8.352ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:47:47.362662 00000337 WEB INFO  QID:0x100000000bc7000 finish request, status_code:200, latency:5.3563ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:47:47.364356 00000337 WEB INFO  QID:0x100000000bc6f00 finish request, status_code:200, latency:6.9543ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:47:47.723731 00000337 WEB INFO  QID:0x20000000000a7d00 finish request, status_code:200, latency:10.36ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:48:01.049861 00000337 WEB INFO  QID:0x100000000bc8000 finish request, status_code:200, latency:1.895ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:48:02.733906 00000337 WEB INFO  QID:0x20000000000a7e00 finish request, status_code:200, latency:19.9516ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:48:17.395648 00000337 WEB INFO  QID:0x100000000bc9400 finish request, status_code:200, latency:6.5915ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:48:17.397470 00000337 WEB INFO  QID:0x100000000bc9300 finish request, status_code:200, latency:8.3475ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:48:17.735162 00000337 WEB INFO  QID:0x20000000000a7f00 finish request, status_code:200, latency:20.9483ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:48:32.057801 00000337 WEB INFO  QID:0x100000000bca500 finish request, status_code:200, latency:7.8465ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:48:32.726424 00000337 WEB INFO  QID:0x20000000000a8000 finish request, status_code:200, latency:11.9654ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:48:47.425005 00000337 WEB INFO  QID:0x100000000bcb800 finish request, status_code:200, latency:5.1549ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:48:47.426373 00000337 WEB INFO  QID:0x100000000bcb700 finish request, status_code:200, latency:6.4688ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:48:47.734266 00000337 WEB INFO  QID:0x20000000000a8100 finish request, status_code:200, latency:19.5975ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:49:02.736199 00000337 WEB INFO  QID:0x20000000000a8200 finish request, status_code:200, latency:21.4216ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:49:03.059166 00000337 WEB INFO  QID:0x100000000bcca00 finish request, status_code:200, latency:8.8844ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:49:17.459473 00000337 WEB INFO  QID:0x100000000bcdc00 finish request, status_code:200, latency:7.8694ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:49:17.461360 00000337 WEB INFO  QID:0x100000000bcdb00 finish request, status_code:200, latency:9.7615ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:49:17.733218 00000337 WEB INFO  QID:0x20000000000a8300 finish request, status_code:200, latency:18.9392ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:49:32.724433 00000337 WEB INFO  QID:0x20000000000a8400 finish request, status_code:200, latency:11.1763ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:49:34.058061 00000337 WEB INFO  QID:0x100000000bcef00 finish request, status_code:200, latency:8.7071ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:49:47.485935 00000337 WEB INFO  QID:0x100000000bd0000 finish request, status_code:200, latency:5.3097ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:49:47.487210 00000337 WEB INFO  QID:0x100000000bcff00 finish request, status_code:200, latency:6.5042ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:49:47.725529 00000337 WEB INFO  QID:0x20000000000a8500 finish request, status_code:200, latency:11.3259ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:50:02.732984 00000337 WEB INFO  QID:0x20000000000a8600 finish request, status_code:200, latency:19.3769ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:50:05.055534 00000337 WEB INFO  QID:0x100000000bd1400 finish request, status_code:200, latency:6.9403ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:50:17.523321 00000337 WEB INFO  QID:0x100000000bd2400 finish request, status_code:200, latency:8.8365ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:50:17.525235 00000337 WEB INFO  QID:0x100000000bd2300 finish request, status_code:200, latency:10.5687ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:50:17.718069 00000337 WEB INFO  QID:0x20000000000a8700 finish request, status_code:200, latency:5.7209ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:50:32.726676 00000337 WEB INFO  QID:0x20000000000a8800 finish request, status_code:200, latency:12.5441ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:50:36.050291 00000337 WEB INFO  QID:0x100000000bd3900 finish request, status_code:200, latency:2.092ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:50:47.554887 00000337 WEB INFO  QID:0x100000000bd4800 finish request, status_code:200, latency:7.9771ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:50:47.556943 00000337 WEB INFO  QID:0x100000000bd4700 finish request, status_code:200, latency:9.9313ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:50:47.734917 00000337 WEB INFO  QID:0x20000000000a8900 finish request, status_code:200, latency:20.5981ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:51:02.728536 00000337 WEB INFO  QID:0x20000000000a8a00 finish request, status_code:200, latency:14.5905ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:51:07.058650 00000337 WEB INFO  QID:0x100000000bd5e00 finish request, status_code:200, latency:8.5308ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:51:17.588495 00000337 WEB INFO  QID:0x100000000bd6b00 finish request, status_code:200, latency:8.3622ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:51:17.590267 00000337 WEB INFO  QID:0x100000000bd6a00 finish request, status_code:200, latency:10.0075ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:51:17.738562 00000337 WEB INFO  QID:0x20000000000a8b00 finish request, status_code:200, latency:24.2836ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:51:32.724367 00000337 WEB INFO  QID:0x20000000000a8c00 finish request, status_code:200, latency:10.6945ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:51:38.050055 00000337 WEB INFO  QID:0x100000000bd8300 finish request, status_code:200, latency:2.1407ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:51:47.610303 00000337 WEB INFO  QID:0x100000000bd8f00 finish request, status_code:200, latency:1.9688ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:51:47.610748 00000337 WEB INFO  QID:0x100000000bd8e00 finish request, status_code:200, latency:2.3943ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:51:47.718589 00000337 WEB INFO  QID:0x20000000000a8d00 finish request, status_code:200, latency:5.7345ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:52:02.722109 00000337 WEB INFO  QID:0x20000000000a8e00 finish request, status_code:200, latency:8.7675ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:52:09.053127 00000337 WEB INFO  QID:0x100000000bda800 finish request, status_code:200, latency:4.3053ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:52:17.640742 00000337 WEB INFO  QID:0x100000000bdb300 finish request, status_code:200, latency:2.6167ms, client_ip:127.0.0.1, method:POST, uri:/taosd-cluster-basic
03/07 01:52:17.641142 00000337 WEB INFO  QID:0x100000000bdb200 finish request, status_code:200, latency:2.9972ms, client_ip:127.0.0.1, method:POST, uri:/general-metric
03/07 01:52:17.717100 00000337 WEB INFO  QID:0x20000000000a8f00 finish request, status_code:200, latency:4.7773ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
03/07 01:52:32.736690 00000337 WEB INFO  QID:0x20000000000a9000 finish request, status_code:200, latency:22.6211ms, client_ip:127.0.0.1, method:POST, uri:/adapter_report
